Группы товара;Артикул;Наименование товара;;;Ед. измер.;Цена для корпоративных клиентов;Штук в упаковке;Вес;Штрих-код;;
;92705;Hunter ошейник для собак Maui М (36-55 cм)/2,5 см сетчатый текстиль оранжевый;;;шт.;782,96;1;0,08;4016739927057 ;;
;92689;Hunter ошейник для собак Maui М (36-55 cм)/2,5 см сетчатый текстиль черный;;;шт.;782,96;1;0,08;4016739926890 ;;
;99220;Hunter ошейник для собак Modern Deluxe 35 (24-30 см см) кожзам 2 ряда страз черный;;;шт.;1 445,06;1;0,051;4016739992208;;
;99034;Hunter ошейник для собак Modern Deluxe 35 (24-30 см) кожзам 2 ряда страз нежно-розовый;;;шт.;1 445,06;1;0,051;4016739990341;;
;99211;Hunter ошейник для собак Modern Deluxe 40 (29-35 см) кожзам 2 ряда страз красный-черный;;;шт.;1 484,68;1;0,053;4016739992116 ;;
;99037;Hunter ошейник для собак Modern Deluxe 40 (29-35 см) кожзам 2 ряда страз розовый;;;шт.;1 484,68;1;0,053;4016739990372;;
;98070;Hunter ошейник для собак Modern Deluxe 45 (34-40 см) кожзам 2 ряда страз черный;;;шт.;1 548,82;1;0,054;4016739980700;;
;63992;Hunter ошейник для собак Neopren Vario Plus 55 (50-55)/2,5 см нейлон/неопрен желтый/бежевый;;;шт.;792,31;1;0,09;4016739639929 ;;
;64189;Hunter ошейник для собак Neopren Vario Plus 65 (60-65)/3,8 см нейлон/неопрен желтый/бежевый;;;шт.;1 009,07;1;0,09;4016739641892 ;;
;66453;Hunter ошейник для собак Oss 50 см, текстиль, коричневый;;;шт.;1 136,14;1;0,131;4016739664532;;
;66448;Hunter ошейник для собак Oss 50 см, текстиль, красный;;;шт.;1 136,14;1;0,131;4016739664488;;
;66443;Hunter ошейник для собак Oss 50 см, текстиль, лазурно-синий;;;шт.;1 136,14;1;0,131;4016739664433;;
;66438;Hunter ошейник для собак Oss 50 см, текстиль, черный;;;шт.;1 136,14;1;0,131;4016739664389;;
;66454;Hunter ошейник для собак Oss 55 см, текстиль, коричневый;;;шт.;1 136,14;1;0,139;4016739664549;;
;66449;Hunter ошейник для собак Oss 55 см, текстиль, красный;;;шт.;1 136,14;1;0,139;4016739664495;;
;66444;Hunter ошейник для собак Oss 55 см, текстиль, лазурно-синий;;;шт.;1 136,14;1;0,139;4016739664440;;
;66439;Hunter ошейник для собак Oss 55 см, текстиль, черный;;;шт.;1 136,14;1;0,139;4016739664396;;
;66455;Hunter ошейник для собак Oss 60 см, текстиль, коричневый;;;шт.;1 257,60;1;0,147;4016739664556;;
;66450;Hunter ошейник для собак Oss 60 см, текстиль, красный;;;шт.;1 257,60;1;0,147;4016739664501;;
;66445;Hunter ошейник для собак Oss 60 см, текстиль, лазурно-синий;;;шт.;1 257,60;1;0,147;4016739664457;;
;66440;Hunter ошейник для собак Oss 60 см, текстиль, черный;;;шт.;1 257,60;1;0,147;4016739664402;;
;66456;Hunter ошейник для собак Oss 65 см, текстиль, коричневый;;;шт.;1 388,40;1;0,155;4016739664563;;
;66451;Hunter ошейник для собак Oss 65 см, текстиль, красный;;;шт.;1 388,40;1;0,155;4016739664518;;
;66446;Hunter ошейник для собак Oss 65 см, текстиль, лазурно-синий;;;шт.;1 388,40;1;0,155;4016739664464;;
;66441;Hunter ошейник для собак Oss 65 см, текстиль, черный;;;шт.;1 388,40;1;0,155;4016739664419;;
;66292;Hunter ошейник для собак Patras Alu-Strong 40-55 см, текстиль, желтый;;;шт.;916,84;1;0,068;4016739662927 ;;
;63731;Hunter ошейник для собак Porto 45 (33-39 см)/2,8 натуральная кожа коньячный/темно-коричневый;;;шт.;2 399,34;1;0,093;4016739637314 ;;
;63732;Hunter ошейник для собак Porto 50 (37-43 см)/2,8 натуральная кожа коньячный/темно-коричневый;;;шт.;2 520,80;1;0,095;4016739637321;;
;63733;Hunter ошейник для собак Porto 55 (42-48 см)/3,5 натуральная кожа коньячный/темно-коричневый;;;шт.;2 773,07;1;0,131;4016739637338;;
;63734;Hunter ошейник для собак Porto 60 (46-52 см)/3,5 натуральная кожа коньячный/темно-коричневый;;;шт.;2 903,88;1;0,127;4016739637345;;
;63735;Hunter ошейник для собак Porto 65 (50-56 см)/3,5 натуральная кожа коньячный/темно-коричневый;;;шт.;3 025,33;1;0,128;4016739637352;;
;46483;Hunter ошейник для собак Rocky petit 27 (20-24 см) кожа черный;;;шт.;1 446,34;1;0,01;4016739464835;;
;46475;Hunter ошейник для собак Rocky petit 30 (23-27 см) кожа красный;;;шт.;1 593,96;1;0,01;4016739464750;;
;42072;Hunter ошейник для собак Round&Soft Elk 32 (24-27 см) кожа лося коньячная;;;шт.;1 330,47;1;0,05;4016739420725;;
;42075;Hunter ошейник для собак Round&Soft Elk 32 (24-27 см) кожа лося черная;;;шт.;1 330,47;1;0,05;4016739420756;;
;61455;Hunter ошейник для собак Round&Soft Elk 32 (24-27 см)/0,6 см  кожа лося красный чили;;;шт.;1 330,47;1;0,05;4016739614551;;
;61158;Hunter ошейник для собак Round&Soft Elk 32/6 (24-27 см) кожа, бежевый;;;шт.;1 343,19;1;0,028;4016739611581;;
;61657;Hunter ошейник для собак Round&Soft Elk 32/6 (30-33 см) кожа, кофе;;;шт.;1 382,80;1;0,033;4016739616579;;
;61456;Hunter ошейник для собак Round&Soft Elk 37 (30-33 см)/0,6 см кожа лося  красный чили;;;шт.;1 369,72;1;0,05;4016739614568 ;;
;42073;Hunter ошейник для собак Round&Soft Elk 37/6 (30-33 см), коньяк, кожа лося;;;шт.;1 369,72;1;0,05;4016739420732;;
;42076;Hunter ошейник для собак Round&Soft Elk 37/6 (30-33 см), черный, кожа лося;;;шт.;1 369,72;1;0,05;4016739420763;;
;61457;Hunter ошейник для собак Round&Soft Elk 40/8 (33-37 см) кожа, красный чили;;;шт.;1 548,82;1;0,042;4016739614575;;
;44873;Hunter ошейник для собак Round&Soft Elk 45/8 (38-42 см) кожа, коричневый;;;шт.;1 609,18;1;0,046;4016739448736;;
;61172;Hunter ошейник для собак Round&Soft Elk 50/10 (41-46 см) кожа, бежевый;;;шт.;1 669,55;1;0,06;4016739611727;;
;41660;Hunter ошейник для собак Round&Soft Elk 55/10 (46-51 см) кожа, коньяк;;;шт.;1 709,17;1;0,069;4016739416605;;
;41656;Hunter ошейник для собак Round&Soft Elk 55/10 (46-51 см) кожа, черный;;;шт.;1 709,17;1;;4016739416568;;
;61662;Hunter ошейник для собак Round&Soft Elk 60/10 (51-56 см) кожа, кофе;;;шт.;1 784,63;1;0,073;4016739616623;;
;63708;Hunter ошейник для собак San Diego 37 (30-34,5 см) коричневая кожа;;;шт.;2 422,27;1;0,064;4016739637086;;
;63714;Hunter ошейник для собак San Diego 65 (51-58,5 см) коричневая кожа;;;шт.;3 186,30;1;0,181;4016739637147;;
;41610;Hunter ошейник для собак Sioux 55 (41-49 см) кожа черный фурнитура с имитацией бирюзы;;;шт.;2 965,54;1;0,17;4016739416100;;
;41611;Hunter ошейник для собак Sioux 60 (47-54 см) кожа черный фурнитура с имитацией бирюзы;;;шт.;3 335,53;1;0,19;4016739416117;;
;62502;Hunter ошейник для собак Super Soft селедка 37 (29-33)/5 см натуральная кожа черный;;;шт.;1 892,94;1;0,07;4016739625021;;
;62503;Hunter ошейник для собак Super Soft селедка 42 (33-39)/6 см натуральная кожа черный;;;шт.;2 145,20;1;0,09;4016739625038;;
;42158;Hunter ошейник для собак Swiss 32 (24-28 см) кожа красный/черный;;;шт.;2 281,62;1;0,01;4016739421586 ;;
;42050;Hunter ошейник для собак Swiss 47 (38-43,5 см) кожа красный/черный;;;шт.;2 477,83;1;0,02;4016739420503;;
;41868;Hunter ошейник для собак Swiss 60 (47-54 см) кожа красный/черный;;;шт.;2 862,76;1;0,161;4016739418685;;
;41869;Hunter ошейник для собак Swiss 65 (51-58,5 см) кожа красный/черный;;;шт.;3 002,91;1;0,16;4016739418692;;
;42814;Hunter ошейник для собак Swiss 75 (61-68,5 см) кожа красный/черный;;;шт.;3 600,87;1;0,175;4016739428141;;
;46415;Hunter ошейник для собак Tiny petit 24 (16,5-20,5 см) кожа красный;;;шт.;790,43;1;0,01;4016739464156;;
;65535;Hunter ошейник для собак Tripoli Vario Basic 20-30 см, нейлон желтый, светоотражающий;;;шт.;201,81;1;0,007;4016739655356;;
;65515;Hunter ошейник для собак Tripoli Vario Basic 20-30 см, нейлон св. голубой, светоотражающий;;;шт.;201,81;1;0,007;4016739655158;;
;65525;Hunter ошейник для собак Tripoli Vario Basic 20-30 см, нейлон св. розовый, светоотражающий;;;шт.;201,81;1;0,007;4016739655257;;
;65536;Hunter ошейник для собак Tripoli Vario Basic 24-36 см, нейлон желтый, светоотражающий;;;шт.;252,26;1;0,008;4016739655363;;
;65516;Hunter ошейник для собак Tripoli Vario Basic 24-36 см, нейлон св. голубой, светоотражающий;;;шт.;252,26;1;0,008;4016739655165;;
;65526;Hunter ошейник для собак Tripoli Vario Basic 24-36 см, нейлон св. розовый, светоотражающий;;;шт.;252,26;1;0,008;4016739655264;;
;65537;Hunter ошейник для собак Tripoli Vario Basic 30-45 см, нейлон желтый, светоотражающий;;;шт.;302,73;1;0,026;4016739655370;;
;65517;Hunter ошейник для собак Tripoli Vario Basic 30-45 см, нейлон св. голубой, светоотражающий;;;шт.;302,73;1;0,026;4016739655172;;
;65527;Hunter ошейник для собак Tripoli Vario Basic 30-45 см, нейлон св. розовый, светоотражающий;;;шт.;302,73;1;0,026;4016739655271;;
;63484;Hunter ошейник для собак Virginia Rose 37 (30-34,5 см) кожа, св.коричневый;;;шт.;2 207,21;1;0,054;4016739634849;;
;63479;Hunter ошейник для собак Virginia Rose 47 (38-43,5 см) кожа, красно/бежевый;;;шт.;2 414,72;1;0,084;4016739634795;;
;63487;Hunter ошейник для собак Virginia Rose 50 (37-44 см) кожа, св.коричневый;;;шт.;2 812,77;1;0,131;4016739634870;;
;63490;Hunter ошейник для собак Virginia Rose 65 (51-58,5 см) кожа, св.коричневый;;;шт.;3 401,36;1;0,158;4016739634900;;
;63818;Hunter ошейник для собак Yuma 60 (47-54)/3,9 см натуральная кожа коричневый;;;шт.;2 651,60;1;0,15;4016739638182 ;;
;63845;Hunter ошейник для собак Yuma, набор заклепок для ошейника Yuma 3 шт. Пампа;;;шт.;530,69;1;0,1;4016739638458 ;;
;63847;Hunter ошейник для собак Yuma, набор заклепок для ошейника Yuma 3 шт. Тибет 1;;;шт.;312,06;1;0,1;4016739638472 ;;
;67283;Hunter ошейник-удавка для собак Solid Education Special 45 кожа, коричневый;;;шт.;2 352,47;1;0,097;4016739672834;;
;99644;Hunter шлейка для собак Modern Art R&S Luxus 40 (32-38 см) кожзам черный;;;шт.;1 145,11;1;0,051;4016739996442;;
            ОШЕЙНИКИ-УДАВКИ;;;;;;;;;;;
;62610;Hunter ошейник-удавка для собак Freestyle 35/8 круглый нейлон красный;;;шт.;657,76;1;0,038;4016739626103;;
